city,idx,name,current_img,current,current_ratio,tier,proposed_file,proposed,proposed_ratio,alternates
bilbao,7,Catedral de Santiago,images/landmarks/bilbao-catedral-de-santiago.webp,1066x1600,0.666,strong,File:Iglesia Catedral de Santiago-Bilbao.jpg,3264x2448,1.333,File:Catedral de Santiago (Bilbao-Vizcaya).jpg | File:Bilbao - Catedral de Santiago 45.JPG | File:Bilbao - catedral 1.jpg
berlin,8,Victory Column (Siegessäule),images/landmarks/berlin-victory-column.webp,1066x1600,0.666,strong,File:Berliner Siegessäule - Berlin Victory Column photo1.jpg,3456x2304,1.5,File:Berliner Siegessäule - Berlin Victory Column photo2.jpg | File:Berliner Siegessäule - Berlin Victory Column photo4.jpg | File:Berliner Siegessäule - Berlin Victory Column photo5.jpg
bremen,1,Roland Statue,images/landmarks/bremen-roland-statue.webp,1066x1600,0.666,strong,File:Roland Bremen 0068.JPG,4272x2848,1.5,"File:Bremen, Roland, Elle -- 2021 -- 6350.jpg | File:Bremen, Roland -- 2021 -- 6381.jpg | File:Bremen, 'Roland am Marktplatz' (ca. 1905; Verlag Alb. Rosenthal, Bremen).jpg"
brugge,0,Belfry of Bruges (Belfort),images/landmarks/brugge-belfry-of-bruges-belfort.webp,1066x1600,0.666,strong,"File:Belfry of Bruges (Belfort van Brugge) Bell tower of Bruges, Belgium (Ank Kumar, Infosys Limited) 01.jpg",4924x3283,1.5,"File:Belfry of Bruges (Belfort van Brugge) Bell tower of Bruges, Belgium (Ank Kumar, Infosys Limited) 02.jpg | File:Rozenhoedkaai (canal) and Belfry of Bruges, Bruges, Belgium (Ank Kumar, Infosys Limited) 01.jpg | File:Bruges, belfort, retro.JPG"
brno,3,Old Town Hall,images/landmarks/brno-old-town-hall.webp,1066x1600,0.666,strong,File:Brno - Old Town Hall - Treasury.jpg,4288x2848,1.506,File:Old Town Hall in Brno I.jpg | File:Old Town Hall in Brno II.jpg | File:Old Town Hall in Brno III.jpg
cape-town,4,Bo-Kaap,images/landmarks/cape-town-bo-kaap.webp,1066x1600,0.666,strong,"File:Chiappini Street, Bo-Kaap (01).jpg",5184x3456,1.5,"File:Wale Street, Bo-Kaap (01).jpg | File:The Bo-Kaap Heritage Mural by Nasser Palangi, 93 Wale Street, Bo-Kaap (01).jpg | File:Wale Street, Bo-Kaap (03).jpg"
carcassonne,4,Canal du Midi,images/landmarks/carcassonne-canal-du-midi.webp,1066x1600,0.666,strong,File:Canal du Midi in Carcassonne 01.jpg,4159x2773,1.5,"File:Canal du Midi in Carcassonne 02.jpg | File:Canal du Midi, Carcassonne, Languedoc-Roussillon, France - panoramio (1).jpg | File:Canal du Midi, Carcassonne, Languedoc-Roussillon, France - panoramio (3).jpg"
cambridge,3,Fitzwilliam Museum,images/landmarks/cambridge-fitzwilliam-museum.webp,1066x1600,0.666,strong,"File:Fitzwilliam Museum, Cambridge, July 2010 (02).JPG",4272x2848,1.5,"File:The Fitzwilliam Museum, Cambridge, England - IMG 0702.JPG | File:Fitzwilliam Museum.JPG | File:Fitzwilliam Museum Cambridge 1.JPG"
capri,0,Grotta Azzurra (Blue Grotto),images/landmarks/capri-grotta-azzurra-blue-grotto.webp,1066x1600,0.666,strong,File:Blue Grotto 藍洞 - panoramio.jpg,5177x3431,1.509,File:Grotta azzurra.capri.JPG | File:Blue Grotto.jpg | File:Entrance the the Blue Grotto IMG 0195.JPG
cartagena,5,Palacio de la Inquisición,images/landmarks/cartagena-palacio-de-la-inquisicion.webp,1066x1600,0.666,strong,"File:Colombia, Cartagena, Palacio de la Inquisición.jpg",5184x3456,1.5,File:Ventana de la denuncia.Palacio de La Inquisición. Cartagena.JPG | File:Entrada al patio de atrás del Palacio de La Inquisición. Cartagena.JPG | File:Vista frontal del Palacio de La Inquisición. Cartagena. Colombia.JPG
cartagena,1,Castillo San Felipe de Barajas,images/landmarks/cartagena-castillo-san-felipe.webp,1066x1600,0.666,strong,"File:Castillo San Felipe de Barajas, Cartagena 06.jpg",4599x3066,1.5,"File:Castillo San Felipe de Barajas, Cartagena 07.jpg | File:Castillo San Felipe de Barajas, Cartagena 08.jpg | File:Castillo San Felipe de Barajas, Cartagena 09.jpg"
cartagena,2,Torre del Reloj,images/landmarks/cartagena-torre-del-reloj.webp,1066x1600,0.666,strong,File:Monumento Torre Del Reloj Cartagena de Indias.JPG,4912x3264,1.505,File:Acercamiento del reloj. Puerta Principal. Torre del Reloj. Cartagena. COLOMBIA.JPG | File:023 Torre del Reloj Cartagena Colombia.JPG | File:024 Torre del Reloj Cartagena Colombia.JPG
cartagena,4,Catedral de Santa Catalina de Alejandría,images/landmarks/cartagena-catedral-santa-catalina.webp,1066x1600,0.666,good,File:Catedral de Barichara día.JPG,4272x2848,1.5,File:Catedral tunja centro historico.7.jpg | File:Catedral-Tunja fachada.jpg | File:IDMJI - Sáchica - Boyacá - Colombia.jpg
colmar,8,Église des Dominicains (Dominican Church),images/landmarks/colmar-glise-des-dominicains.webp,1066x1600,0.666,strong,File:Colmar église des Dominicains intérieur 2009 01.jpg,3648x2736,1.333,File:Colmar église des Dominicains intérieur 2009 03.jpg | File:Colmar église des Dominicains intérieur 2009 02.jpg | File:Dominican Church (52168192592).jpg
dakar,9,Presidential Palace (Palais de la République),images/landmarks/dakar-presidential-palace.webp,1066x1600,0.666,good,File:Dakar - donna con bambino.jpg,4752x3168,1.5,File:Dakar - pittore 2.jpg | File:Dakar - sunugal.jpg | File:Dakar preghiera.jpg
douala,2,Notre-Dame des Victoires de New Bell,images/landmarks/douala-notre-dame-victoires-new-bell.webp,1066x1600,0.666,strong,File:Notre Dame des Victoires de New Bell 5.JPG,3888x2592,1.5,File:Intérieur église notre dame des victoires de New-bell.JPG
cuiaba,1,Catedral Basílica do Senhor Bom Jesus,images/landmarks/cuiaba-catedral-basilica-senhor-bom-jesus.webp,853x1280,0.666,strong,File:Catedral Metropolitana Basílica do Senhor Bom Jesus.jpg,5783x3855,1.5,File:Catedral Metropolitana Basílica do Senhor Bom Jesus - Cuiabá - 20240922113341.jpg | File:Catedral Metropolitana Basílica do Senhor Bom Jesus - Cuiabá - 20240922112833.jpg | File:Catedral Metropolitana Basílica do Senhor Bom Jesus - Cuiabá - 20240922113334.jpg
dar-es-salaam,6,Bongoyo Island,images/landmarks/dar-es-salaam-bongoyo-island.webp,1066x1600,0.666,strong,File:Bongoyo island (3186066191).jpg,1799x1199,1.5,"File:Baobab tree -near Sand River Selous, Selous Game Reserve, Tanzania-8.jpg | File:Baobab tree, Tarangire National Park (1) (28062770274).jpg | File:Baobab tree, Tarangire National Park (2) (28679142585).jpg"
edirne,8,Edirne Grand Synagogue,images/landmarks/edirne-edirne-grand-synagogue.webp,1065x1600,0.666,strong,File:Grand Synagogue of Edirne Interior in 2024 6342.jpg,8256x5504,1.5,File:Grand Synagogue of Edirne Interior in 2024 6344.jpg | File:Grand Synagogue of Edirne Interior in 2024 6347.jpg | File:Grand Synagogue of Edirne Interior in 2024 6348.jpg
darwin,4,Litchfield National Park,images/landmarks/darwin-litchfield-national-park.webp,1066x1600,0.666,strong,"File:Litchfield National Park (AU), Magnetic Termite Mounds -- 2019 -- 3721.jpg",6720x4480,1.5,"File:Litchfield National Park (AU), Magnetic Termite Mounds -- 2019 -- 3725.jpg | File:Litchfield National Park (AU), Magnetic Termite Mounds -- 2019 -- 3727.jpg | File:Litchfield National Park (AU), Magnetic Termite Mounds -- 2019 -- 3728.jpg"
erbil,6,Kurdish Textile Museum,images/landmarks/erbil-kurdish-textile-museum.webp,1066x1600,0.666,strong,File:Kurdish Textile Museum.jpg,6016x4000,1.504,"File:Citadel of Erbil, a street during the restoration work in 2014, near the Kurdish Textile and Cultural Museum.jpg | File:Carpets in the Kurdish Textile and Cultural Museum, Citadel of Erbil, Hawler, Iraqi Kurdistan.jpg | File:Carpets in the Kurdish Textile and Cultural Museum, Citadel of Erbil, Hawler.jpg"
essaouira,8,The Souks and Fish Market,images/landmarks/essaouira-the-souks-and-fish-market.webp,1066x1600,0.666,good,File:Essaouira Medina - panoramio.jpg,4272x2848,1.5,File:Essaouira Medina - panoramio (1).jpg | File:Essaouira Medina - panoramio (2).jpg | File:Essaouira Medina - panoramio (3).jpg
fort-de-france,2,Cathédrale Saint-Louis,images/landmarks/fort-de-france-cathedrale-saint-louis.webp,1066x1600,0.666,strong,File:Fort-de-France - 2014 - Cathédrale Saint-Louis (1).jpg,5184x3456,1.5,File:Fort-de-France - 2014 - Cathédrale Saint-Louis (6).jpg | File:Fort-de-France - 2014 - Cathédrale Saint-Louis (9).jpg | File:Fort-de-France - 2014 - Cathédrale Saint-Louis (16).jpg
essaouira,6,Sidi Mohammed Ben Abdallah Museum,images/landmarks/essaouira-sidi-mohammed-ben-abdallah-museum.webp,1066x1600,0.666,good,File:Marrakech Bibliothèque Ben Youssef (54248443081).jpg,5540x3694,1.5,File:CHU Marrakech Mohammed VI (42129).jpg | File:CHU Marrakech Mohammed VI (41762).jpg | File:CHU Marrakech Mohammed VI (80838).jpg
florence,5,Piazza della Signoria & Palazzo Vecchio,images/landmarks/florence-piazza-della-signoria-and-palazzo-vecchio.webp,1066x1600,0.666,good,"File:Firenze, Palazzo Vecchio (03).jpg",5184x3456,1.5,"File:Firenze, Palazzo Vecchio (04).jpg | File:Firenze, Palazzo Vecchio (06).jpg | File:Exterior Palazzo Vecchio Sep 2017.jpg"
gdansk,8,Westerplatte,images/landmarks/gdansk-westerplatte.webp,1066x1600,0.666,strong,File:Gdansk Westerplatte pomnik.jpg,5184x3456,1.5,File:1 Westerplatte. Tablica ze słowami św. Jana Pawła II Każdy z Was młodzi przyjaciele.jpg | File:Gdansk Westerplatte pomnik 2.jpg | File:Gdansk Westerplatte 3.jpg
gdansk,3,Długa Street and the Golden Gate,images/landmarks/gdansk-dluga-street-golden-gate.webp,1066x1600,0.666,strong,"File:Długa Street in Gdańsk, 2016.jpg",4909x3273,1.5,"File:Długa Street in Gdańsk, 2016 2.jpg | File:Długa Street in Gdańsk, 2016 4.jpg | File:Długa Street in Gdańsk, 2016 3.jpg"
freiburg,6,Martinstor,images/landmarks/freiburg-martinstor.webp,1066x1600,0.666,strong,"File:Freiburg im Breisgau, Martinstor, Gedenktafel -- 2025 -- 8003.jpg",5396x3885,1.389,"File:Freiburg im Breisgau, Münster, Südseite, Skulpturen -- 2025 -- 7898.jpg | File:Freiburg im Breisgau, Münster, Stadtmaße -- 2025 -- 8121.jpg | File:Freiburg im Breisgau, Münster, Stadtmaße -- 2025 -- 8124.jpg"
georgetown,5,Georgetown Lighthouse,images/landmarks/georgetown-lighthouse.webp,1066x1600,0.666,strong,File:EngineersDept-Georgetown.jpg,4608x3072,1.5,"File:UmanaYana-Georgetown.jpg | File:20-05-2014- Georgetown-Guyana, Intervencion del Canciller Ricardo Patiño en la sesion plenaria de la ( COFCOR ) IMG 7862 (14052255908).jpg | File:Colonial buildings - Georgetown (23024270583).jpg"
gibraltar,6,Moorish Castle,images/landmarks/gibraltar-moorish-castle.webp,1065x1600,0.666,strong,File:1890s - G Washington Wilson - Old Mole and Waterport from Castle.jpg,1600x1068,1.498,"File:Amanecer, bahia de Algeciras..jpg"
gilgit,5,Jaglot Three Mountain Ranges Junction,images/landmarks/gilgit-jaglot-junction.webp,1066x1600,0.666,good,File:A mountain in Shigar Valley surrounded by Indus and Shigar river.jpg,3723x2482,1.5,"File:Indus River.jpg | File:AHAS Visit (144).jpg | File:Chongra 6824m, Nanga Parbat Massif.jpg"
hualien-city,2,Eternal Spring Shrine (Changchun Shrine),images/landmarks/hualien-city-eternal-spring-shrine.webp,1066x1600,0.666,strong,"File:Taroko National Park Changchun (Eternal Spring) Shrine＋WEI, WAN-CHEN＋1.jpg",1600x1064,1.504,File:2011-10-08 Eternal Spring Shrine.jpg | File:Taiwan Taroko-Schlucht Eternal Spring Shrine 07.jpg | File:Taiwan Taroko-Schlucht Eternal Spring Shrine 12.jpg
hamadan,6,Alavian Dome (Gonbad-e Alaviyan),images/landmarks/hamadan-alavian-dome.webp,1066x1600,0.666,strong,File:Alavian Dome.jpg,3072x2304,1.333,File:Alaviyan dome.JPG | File:Alaviyan dome 1.JPG | File:Gonbad-alavian-90.JPG
glasgow,1,Glasgow Cathedral,images/landmarks/glasgow-cathedral.webp,1066x1600,0.666,good,File:Église Canongate Édimbourg 1.jpg,5184x3456,1.5,File:Église Canongate Édimbourg 6.jpg | File:CULROSS ABBEY ENTRANCE.JPG | File:Kirkwall Kathedrale Portal.jpg
hangzhou,3,Six Harmonies Pagoda (Liuhe Pagoda),images/landmarks/hangzhou-six-harmonies-pagoda.webp,1066x1600,0.666,strong,"File:Liuhe Pagoda in Hangzhou, 2015-03-01 05.jpg",4256x2832,1.503,"File:Liuhe Pagoda in Hangzhou, 2015-03-01 11.jpg | File:Liuhe Pagoda in Hangzhou, 2015-03-01 28.jpg | File:201608 Views of the Liuhe Pagoda from Qiantang River Bridge.jpg"
honolulu,7,USS Missouri Memorial,images/landmarks/honolulu-uss-missouri-memorial.webp,1066x1600,0.666,strong,"File:2021-10-11 10 09 06 View of the USS Missouri from a USS Arizona Memorial ferry boat approaching the USS Arizona Memorial in Pearl Harbor, Oahu, Hawaii.jpg",4032x3024,1.333,File:Battleship Missouri Memorial 100108-N-WP746-219.jpg | File:Approaching the USS Missouri (6180407548).jpg | File:Battleship USS Missouri.jpg
hamburg,6,Binnenalster & Alster Lakes,images/landmarks/hamburg-binnenalster-alster-lakes.webp,1066x1600,0.666,good,File:20240828 Deutschland SJ EuroNight EN345 Ankunft Hamburg Hbf Kennedybrücke Verspätung 510 Minuten BR 101 099 Nachtzug RDC BahnTouristikExpress BTE Alsterdampfer Goldbeck Binnenalster.jpg,7620x5080,1.5,File:Hamburg 2009 near Binnenalster 674.JPG | File:Hamburg Binnenalster 2009 660.JPG | File:Hamburg Binnenalster (37256197842).jpg
hualien-city,4,Swallow Grotto (Yanzikou),images/landmarks/hualien-city-swallow-grotto.webp,1066x1600,0.666,good,"File:Entrance to Taroko National Park,taken by andy liang.jpg",5184x3456,1.5,File:Honor Stele of HTDC in Front of Administration Building 20150704.jpg | File:Taroko-Gorge Hualien Taiwan Liufang-Bridge-at-Taroko-National-Park-01.jpg | File:花蓮糖廠製糖工場.jpg
hue,1,Thien Mu Pagoda,images/landmarks/hue-thien-mu-pagoda.webp,1066x1600,0.666,strong,File:Non Nuoc Pagoda Da Nang 3.jpg,5184x3888,1.333,"File:HT Giới Đức.jpg | File:VN - bonzes et áo dài.jpg | File:Artemas Liu, Pema Ts'al Sakya Monastic Institute.jpg"
isfahan,6,Jameh Mosque of Isfahan (Friday Mosque),images/landmarks/isfahan-jameh-mosque-of-isfahan-friday-mosque.webp,1066x1600,0.666,good,"File:Gran Mezquita de Isfahán, Isfahán, Irán, 2016-09-20, DD 33.jpg",5130x3607,1.422,"File:Gran Mezquita de Isfahán, Isfahán, Irán, 2016-09-20, DD 34-36 HDR.jpg | File:4-15 Strong (13918438761).jpg | File:4-15 Strong (Boston Bombing Site Memorial) (13940922145).jpg"
izmir,0,İzmir Clock Tower (Saat Kulesi),images/landmarks/izmir-izmir-clock-tower-saat-kulesi.webp,1066x1600,0.666,strong,File:Izmir Saat Kulesi Çeşme.jpg,3264x2448,1.333,File:Izmir Saat Kulesi Detay.jpg | File:İzmir Clock Tower (6).JPG | File:İzmir Clock Tower (5).JPG
inhambane,3,Old Mosque of Inhambane,images/landmarks/inhambane-old-mosque-of-inhambane.webp,1066x1600,0.666,strong,"File:Ferry between Maxixe and Inhambane, Mozambique (13-07-2012) 162.jpg",3749x2499,1.5,"File:Conselho Municipal de Inhambane (8358204002).jpg | File:Inhambane, RTW 2012 (8357154933).jpg | File:Inhambane, RTW 2012 (8357153585).jpg"
islamabad,4,Lok Virsa Museum,images/landmarks/islamabad-lok-virsa-museum.webp,1066x1600,0.666,strong,File:Islamabad Lok Virsa Museum exterior 06.jpg,6000x4000,1.5,File:Islamabad Lok Virsa Museum exterior 07.jpg | File:Islamabad Lok Virsa Museum exterior 05.jpg | File:Islamabad National Centre for Physics campus 02.jpg
hualien-city,6,Pine Garden (Songyuan),images/landmarks/hualien-city-pine-garden.webp,1066x1600,0.666,strong,"File:Pine Garden (Pinus Luchuensis), Hualien City, Hualien County (Taiwan) (ID UA09602000650).jpg",5472x3648,1.5,"File:Pine Garden, second floor, Hualien City, Hualien County (Taiwan) (ID UA09602000650).jpg | File:The Pine Garden 20171230a.jpg | File:The Pine Garden 20171230b.jpg"
jakarta,2,Jakarta Cathedral,images/landmarks/jakarta-jakarta-cathedral.webp,1066x1600,0.666,strong,File:Jakarta Indonesia Jakarta-Cathedral-09.jpg,5760x3840,1.5,File:Misa Katedral Jakarta.jpg
jerusalem,6,Via Dolorosa,images/landmarks/jerusalem-via-dolorosa.webp,1066x1600,0.666,strong,File:Jerusalem Old City Via Dolorosa (43177145621).jpg,5184x3456,1.5,"File:The Ecce Homo arch, a triple-arched gateway, built by Hadrian, as an entrance to the eastern Forum of Aelia Capitolina, via Dolorosa, Jerusalem (15640347325).jpg | File:The Ecce Homo arch, a triple-arched gateway, built by Hadrian, as an entrance to the eastern Forum of Aelia Capitolina, via Dolorosa, Jerusalem (15453778258).jpg | File:Monastero sulla via dolorosa.JPG"
jerez-de-la-frontera,4,Cartuja de Santa María de la Defensión (Charterhouse),images/landmarks/jerez-de-la-frontera-cartuja-de-santa-maría-de-la-defensión-charterhouse.webp,1066x1600,0.666,good,File:Iglesia de Santa María de Celón 017.jpg,6240x4160,1.5,File:CARTUJA JEREZ.jpg | File:Castillo de San Andrés en Carboneras 2.jpg | File:Castillo de San Andrés en Carboneras (Almería).jpg
karlovy-vary,3,Church of St. Mary Magdalene,images/landmarks/karlovy-vary-church-of-st-mary-magdalene.webp,1066x1600,0.666,good,File:Karlovy Vary kostel sv. Máří Magdaleny prosinec 2022.jpg,4901x3268,1.5,File:20190202 KarlovyVary 2688 (32498225947).jpg | File:20190202 KarlovyVary 2691 (32498224457).jpg | File:20190202 KarlovyVary 2771 (47440098841).jpg
kyoto,4,Arashiyama Bamboo Grove,images/landmarks/kyoto-arashiyama-bamboo-grove.webp,1066x1600,0.666,strong,File:Arashiyama Bamboo Grove (Unsplash).jpg,5472x3648,1.5,"File:Arashiyama-Bamboo-Grove-Sunset.jpg | File:Bamboo grove, Arashiyama (3811218708).jpg | File:Arashiyama Bamboo Grove, Kyoto 2015-10-17.jpg"
malacca,2,St. Paul's Church and Hill,images/landmarks/malacca-st-pauls-church-hill.webp,1066x1600,0.666,strong,File:1521 St Paul's Church (Ruins) Front View.jpg,5184x3456,1.5,File:1521 St Paul's Church (Ruins) - Front View.jpg | File:1521 St Paul's Church (Ruins) - Internal View 1.jpg | File:1521 St Paul's Church (Ruins) - Internal View.jpg
milan,9,Bosco Verticale,images/landmarks/milan-bosco-verticale.webp,1066x1600,0.666,strong,File:Milan skyline with Unicredit Tower and Bosco Verticale.jpg,5580x3816,1.462,File:Milano - Via Maurizio Quadrio & Torre UniCredit.jpg | File:Unicredit tower.jpg | File:Porta Garibaldi & UniCredit tower.jpg
malacca,5,Cheng Hoon Teng Temple,images/landmarks/malacca-cheng-hoon-teng-temple.webp,1066x1600,0.666,strong,"File:2016 Malakka, Świątynia Cheng Hoon Teng (01).jpg",5133x3422,1.5,"File:2016 Malakka, Świątynia Cheng Hoon Teng (02).jpg | File:2016 Malakka, Świątynia Cheng Hoon Teng (03).jpg | File:2016 Malakka, Świątynia Cheng Hoon Teng (06).jpg"
malmo,2,St. Petri Church (Sankt Petri kyrka),images/landmarks/malmo-st-petri-church.webp,1066x1600,0.666,strong,File:360 photos of upper Malmö - Sankt Petri kyrka.jpg,7680x3840,2.0,File:Malmö Sankt Petri kyrka 1.jpg | File:Malmö Sankt Petri kyrka 2.jpg | File:Sankt Petri church and Teatermuseet at Kalendegatan in Malmö Sweden.jpg
montpellier,2,Saint-Clément Aqueduct (Les Arceaux),images/landmarks/montpellier-saint-clement-aqueduct.webp,1066x1600,0.666,strong,File:Montpellier-Les Arceaux de l'aqueduc Saint-Clément-2012 07 02.jpg,4200x2800,1.5,File:Les Arceaux (5966112841).jpg | File:Les Arceaux.JPG | File:Aqueduc de Saint-Clément - panoramio.jpg
mostar,2,Koski Mehmed-Pasha Mosque,images/landmarks/mostar-koski-mehmed-pasha-mosque.webp,1066x1600,0.666,strong,"File:Koski Mehmed Pasha Mosque, 1618 (4) (29740971142).jpg",6000x4000,1.5,"File:Koski Mehmed Pasha Mosque, 1618 (6) (29771352071).jpg | File:Koski Mehmed Pasha Mosque, 1618 (5) (29854466115).jpg | File:Koski Mehmed Pasha Mosque, 1618 (7) (29227948993).jpg"
nuremberg,9,Henkersteg and the Pegnitz River Views,images/landmarks/nuremberg-henkersteg.webp,1066x1600,0.666,good,"File:Nürnberg, Henkersteg.jpg",7016x4673,1.501,"File:Nürnberg (Nämberch), Henkerbrücke über die Pegnitz (links der Wasserturm) (12588263904).jpg | File:Nürnberg Pegnitz Brücke.jpg | File:Henkersteg in Nürnberg.JPG"
mysore,4,St. Philomena's Cathedral,images/landmarks/mysore-st-philomenas-cathedral.webp,1066x1600,0.666,strong,File:Spectacular Cathedral of St. Philomena.jpg,6000x4000,1.5,File:Partial view of the Cathedral of St. Philomena.jpg | File:Philomena Church rear view (2).jpg | File:St. philomena church mysore.jpg
